id_contrato;id_inadimplencia;fg_pg_em_dia;fg_atraso_30dias;fg_atraso_60dias;fg_atraso_90dias;id_cliente;cidade_cliente;estado_cliente;uf_cliente;ocupacao;faixa_idade;id_veiculo;velocidade_max;cilindradas;qtd_portas;qtd_assentos;modelo_veiculo;marca_veiculo;tipo_veiculo;valor_veiculo;vetor_caracteristica;id_vendedor_loja;nm_vendedor;nm_loja;cidade_loja;estado_loja;uf_loja;regiao_loja;id_dados_financiamento;prazo;faixa_score;id_tempo;mes;ano;qtd_veiculos;vlr_financiado;vlr_entrada;vlr_juros;vlr_operacao
1521;4;1;0;0;0;1589;Dourados;Mato Grosso do Sul;MS;Profissional Liberal;08. 56 a 60 anos;85;217;2;5;5;Evoque;Land Rover;SUV;372950;{217, 2.0, 5, 5, 2};109;Enrico Silveira;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;6;12;02_BOM;8;Março;2021;1;111885;261065;5594.25;117479.25
1522;4;1;0;0;0;1482;Campo Grande;Mato Grosso do Sul;MS;Funcionário Público;08. 56 a 60 anos;48;182;2;5;5;Honda CR-V;Honda;SUV;274700;{182, 2.0, 5, 5, 2};105;João Lucas Almeida;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;8;36;02_BOM;10;Maio;2021;1;109880;164820;5494;115374
1523;4;1;0;0;0;1207;Joinville;Santa Catarina;SC;Assalariado;04. 36 a 40 anos;16;200;2;5;5;BMW X1;BMW;SUV;269950;{200, 2.0, 5, 5, 2};90;Maria Fernanda das Neves;LitoralCar;Brusque ;Santa Catarina;SC;Sul;6;12;02_BOM;10;Maio;2021;1;188965;80985;9448.25;198413.25
1524;4;1;0;0;0;1549;Campo Grande;Mato Grosso do Sul;MS;Autonômo;06. 46 a 50 anos;63;181;1.4;4;5;Jetta;Volkswagen;sedan;137720;{181, 1.4, 4, 5, 3};109;Enrico Silveira;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;9;48;02_BOM;5;Dezembro;2020;1;82632;55088;4131.6;86763.6
1525;4;1;0;0;0;1347;Barra Velha;Santa Catarina;SC;Funcionário Público;05. 41 a 45 anos;92;184;2;5;5;C4 Aircross;Citroen;SUV;61590;{184, 2.0, 5, 5, 2};92;Anthony Farias;LitoralCar;Brusque ;Santa Catarina;SC;Sul;9;48;02_BOM;13;Agosto;2021;1;55431;6159;2771.55;58202.55
1526;4;1;0;0;0;1124;Joinville;Santa Catarina;SC;Assalariado;07. 51 a 55 anos;17;225;2;4;5;BMW 5 Series Sedan;BMW;sedan;425950;{225, 2.0, 4, 5, 3};89;Joaquim Cavalcanti;LitoralCar;Brusque ;Santa Catarina;SC;Sul;5;60;01_EXCELENTE;12;Julho;2021;1;127785;298165;3833.55;131618.55
1527;4;1;0;0;0;1370;Joinville;Santa Catarina;SC;Assalariado;02. 26 a 30 anos;89;170;1.6;5;5;Soul;Kia;hatch;129990;{170, 1.6, 5, 5, 4};88;Francisco Souza;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;4;48;01_EXCELENTE;13;Agosto;2021;1;90993;38997;2729.79;93722.79
1528;4;1;0;0;0;1577;Campo Grande;Mato Grosso do Sul;MS;Assalariado;03. 31 a 35 anos;45;240;2;2;4;Benz E Class;Mercedes-Benz;sedan;557900;{240, 2.0, 2, 4, 3};105;João Lucas Almeida;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;5;60;01_EXCELENTE;2;Setembro;2020;1;111580;446320;3347.4;114927.4
1529;4;1;0;0;0;1298;Blumenau;Santa Catarina;SC;Militar;03. 31 a 35 anos;98;230;2;4;5;Volvo S60;Volvo;sedan;381950;{230, 2.0, 4, 5, 3};88;Francisco Souza;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;8;36;02_BOM;10;Maio;2021;1;343755;38195;17187.75;360942.75
1530;4;1;0;0;0;1520;Campo Grande;Mato Grosso do Sul;MS;Autonômo;05. 41 a 45 anos;35;226;1.8;4;5;Benz C Class;Mercedes-Benz;sedan;237900;{226, 1.8, 4, 5, 3};106;Lívia Nogueira;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;9;48;02_BOM;3;Outubro;2020;1;166530;71370;8326.5;174856.5
1531;4;1;0;0;0;1449;Dourados;Mato Grosso do Sul;MS;Autonômo;09. 61 a 65 anos;99;230;2;5;5;Volvo V60;Volvo;minivan;225950;{230, 2.0, 5, 5, 7};111;Lorenzo Dias;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;1;12;01_EXCELENTE;13;Agosto;2021;1;225950;0;6778.5;232728.5
1532;4;1;0;0;0;1080;Brusque ;Santa Catarina;SC;Empresário;05. 41 a 45 anos;79;223;1.6;5;5;MINI JCW COUNTRYMAN;Mini;SUV;329990;{223, 1.6, 5, 5, 2};88;Francisco Souza;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;2;24;01_EXCELENTE;8;Março;2021;1;230993;98997;6929.79;237922.79
1533;4;1;0;0;0;1565;Campo Grande;Mato Grosso do Sul;MS;Assalariado;04. 36 a 40 anos;59;185;1.4;5;5;Tiguan;Volkswagen;SUV;236090;{185, 1.4, 5, 5, 2};110;Alice Souza;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;3;36;01_EXCELENTE;5;Dezembro;2020;1;47218;188872;1416.54;48634.54
1534;4;1;0;0;0;1058;Brusque ;Santa Catarina;SC;Autonômo;03. 31 a 35 anos;49;202;1.6;5;5;Peugeot 3008;Peugeot;SUV;229990;{202, 1.6, 5, 5, 2};87;Bianca Castro;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;14;24;04_PESSIMO;2;Setembro;2020;1;91996;137994;9199.6;101195.6
1535;4;1;0;0;0;1139;Brusque ;Santa Catarina;SC;Assalariado;03. 31 a 35 anos;77;191;1.6;2;4;MINI CABRIO;Mini;conversível;169990;{191, 1.6, 2, 4, 12};92;Anthony Farias;LitoralCar;Brusque ;Santa Catarina;SC;Sul;6;12;02_BOM;8;Março;2021;1;33998;135992;1699.9;35697.9
1536;4;1;0;0;0;1068;Blumenau;Santa Catarina;SC;Funcionário Público;03. 31 a 35 anos;5;234;3;5;5;Audi Q5;Audi;SUV;352990;{234, 3.0, 5, 5, 2};90;Maria Fernanda das Neves;LitoralCar;Brusque ;Santa Catarina;SC;Sul;1;12;01_EXCELENTE;9;Abril;2021;1;105897;247093;3176.91;109073.91
1537;4;1;0;0;0;1541;Campo Grande;Mato Grosso do Sul;MS;Aposentado;10. Acima de 65 anos;29;250;3;4;5;BMW 7 Series hybrid;BMW;sedan;656950;{250, 3.0, 4, 5, 3};106;Lívia Nogueira;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;7;24;02_BOM;10;Maio;2021;1;591255;65695;29562.75;620817.75
1538;4;1;0;0;0;1006;Colombo;Paraná;PR;Empresário;07. 51 a 55 anos;16;200;2;5;5;BMW X1;BMW;SUV;269950;{200, 2.0, 5, 5, 2};75;Maria Sophia Martins;7place;Curitiba;Paraná;PR;Sul;7;24;02_BOM;10;Maio;2021;1;80985;188965;4049.25;85034.25
1539;4;1;0;0;0;1054;Joinville;Santa Catarina;SC;Aposentado;10. Acima de 65 anos;67;195;1;5;5;Fiesta hatch;Ford;hatch;65325;{195, 1.0, 5, 5, 4};91;Diego da Cruz;LitoralCar;Brusque ;Santa Catarina;SC;Sul;11;24;03_RUIM;8;Março;2021;1;52260;13065;3658.2;55918.2
1540;4;1;0;0;0;1098;Barra Velha;Santa Catarina;SC;Militar;01. 18 a 24 anos;28;240;2;5;5;BMW 5 Series;BMW;cupê;425950;{240, 2.0, 5, 5, 6};92;Anthony Farias;LitoralCar;Brusque ;Santa Catarina;SC;Sul;5;60;01_EXCELENTE;12;Julho;2021;1;85190;340760;2555.7;87745.7
1541;4;1;0;0;0;1021;Joinville;Santa Catarina;SC;Empresário;02. 26 a 30 anos;62;204;1.4;5;5;Golf;Volkswagen;hatch;113490;{204, 1.4, 5, 5, 4};89;Joaquim Cavalcanti;LitoralCar;Brusque ;Santa Catarina;SC;Sul;10;12;03_RUIM;1;Agosto;2020;1;68094;45396;4766.58;72860.58
1542;4;1;0;0;0;1104;Brusque ;Santa Catarina;SC;Militar;02. 26 a 30 anos;6;242;1.8;4;5;Audi A3 sedan;Audi;sedan;229990;{242, 1.8, 4, 5, 3};90;Maria Fernanda das Neves;LitoralCar;Brusque ;Santa Catarina;SC;Sul;5;60;01_EXCELENTE;9;Abril;2021;1;45998;183992;1379.94;47377.94
1543;4;1;0;0;0;1010;Colombo;Paraná;PR;Militar;06. 46 a 50 anos;46;250;3;4;5;Benz S Class;Mercedes-Benz;sedan;1330900;{250, 3.0, 4, 5, 3};74;Cauê Araújo;7place;Curitiba;Paraná;PR;Sul;8;36;02_BOM;4;Novembro;2020;1;399270;931630;19963.5;419233.5
1544;4;1;0;0;0;1452;Campo Grande;Mato Grosso do Sul;MS;Assalariado;05. 41 a 45 anos;14;300;4.2;2;2;Audi R8;Audi;esportivo;1485695;{300, 4.2, 2, 2, 10};106;Lívia Nogueira;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;9;48;02_BOM;11;Junho;2021;1;594278;891417;29713.9;623991.9
1545;4;1;0;0;0;1324;Brusque ;Santa Catarina;SC;Militar;06. 46 a 50 anos;94;185;2;5;5;Toyota RAV4;Toyota;SUV;282490;{185, 2.0, 5, 5, 2};90;Maria Fernanda das Neves;LitoralCar;Brusque ;Santa Catarina;SC;Sul;5;60;01_EXCELENTE;4;Novembro;2020;1;282490;0;8474.7;290964.7
1546;4;1;0;0;0;1388;Joinville;Santa Catarina;SC;Autonômo;04. 36 a 40 anos;102;190;2;5;5;ASX;Mitsubishi;SUV;125990;{190, 2.0, 5, 5, 2};86;Ian Cardoso;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;4;48;01_EXCELENTE;8;Março;2021;1;62995;62995;1889.85;64884.85
1547;4;1;0;0;0;1444;Campo Grande;Mato Grosso do Sul;MS;Funcionário Público;07. 51 a 55 anos;99;230;2;5;5;Volvo V60;Volvo;minivan;225950;{230, 2.0, 5, 5, 7};105;João Lucas Almeida;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;2;24;01_EXCELENTE;5;Dezembro;2020;1;180760;45190;5422.8;186182.8
1548;4;1;0;0;0;1195;Joinville;Santa Catarina;SC;Assalariado;08. 56 a 60 anos;14;300;4.2;2;2;Audi R8;Audi;esportivo;1485695;{300, 4.2, 2, 2, 10};91;Diego da Cruz;LitoralCar;Brusque ;Santa Catarina;SC;Sul;6;12;02_BOM;5;Dezembro;2020;1;1039986.5;445708.5;51999.325;1091985.825
1549;4;1;0;0;0;1608;Campo Grande;Mato Grosso do Sul;MS;Militar;04. 36 a 40 anos;32;230;3;5;5;BMW X5;BMW;SUV;597950;{230, 3.0, 5, 5, 2};109;Enrico Silveira;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;5;60;01_EXCELENTE;10;Maio;2021;1;538155;59795;16144.65;554299.65
1550;4;1;0;0;0;1266;Blumenau;Santa Catarina;SC;Aposentado;10. Acima de 65 anos;48;182;2;5;5;Honda CR-V;Honda;SUV;274700;{182, 2.0, 5, 5, 2};91;Diego da Cruz;LitoralCar;Brusque ;Santa Catarina;SC;Sul;6;12;02_BOM;9;Abril;2021;1;137350;137350;6867.5;144217.5
1551;4;1;0;0;0;1531;Dourados;Mato Grosso do Sul;MS;Funcionário Público;02. 26 a 30 anos;77;191;1.6;2;4;MINI CABRIO;Mini;conversível;169990;{191, 1.6, 2, 4, 12};107;Marcos Vinicius Moraes;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;13;12;04_PESSIMO;11;Junho;2021;1;118993;50997;11899.3;130892.3
1552;4;1;0;0;0;1051;Blumenau;Santa Catarina;SC;Assalariado;03. 31 a 35 anos;84;210;3;5;5;Range Rover;Land Rover;SUV;968950;{210, 3.0, 5, 5, 2};86;Ian Cardoso;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;4;48;01_EXCELENTE;9;Abril;2021;1;872055;96895;26161.65;898216.65
1553;4;1;0;0;0;1117;Joinville;Santa Catarina;SC;Funcionário Público;04. 36 a 40 anos;11;242;2;5;4;Audi A5 cupê;Audi;cupê;329990;{242, 2.0, 5, 4, 6};92;Anthony Farias;LitoralCar;Brusque ;Santa Catarina;SC;Sul;5;60;01_EXCELENTE;8;Março;2021;1;296991;32999;8909.73;305900.73
1554;4;1;0;0;0;1138;Joinville;Santa Catarina;SC;Autonômo;06. 46 a 50 anos;39;210;5.5;5;5;Benz G Class AMG;Mercedes-Benz;SUV;1685900;{210, 5.5, 5, 5, 2};88;Francisco Souza;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;7;24;02_BOM;1;Agosto;2020;1;1348720;337180;67436;1416156
1555;4;1;0;0;0;1306;Barra Velha;Santa Catarina;SC;Autonômo;09. 61 a 65 anos;92;184;2;5;5;C4 Aircross;Citroen;SUV;61590;{184, 2.0, 5, 5, 2};88;Francisco Souza;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;6;12;02_BOM;3;Outubro;2020;1;36954;24636;1847.7;38801.7
1556;4;1;0;0;0;1350;Barra Velha;Santa Catarina;SC;Autonômo;01. 18 a 24 anos;85;217;2;5;5;Evoque;Land Rover;SUV;372950;{217, 2.0, 5, 5, 2};87;Bianca Castro;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;4;48;01_EXCELENTE;4;Novembro;2020;1;223770;149180;6713.1;230483.1
1557;4;1;0;0;0;1387;Barra Velha;Santa Catarina;SC;Funcionário Público;09. 61 a 65 anos;69;182;1.4;3;4;FIAT 500;Fiat;hatch;239990;{182, 1.4, 3, 4, 4};88;Francisco Souza;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;4;48;01_EXCELENTE;6;Janeiro;2021;1;71997;167993;2159.91;74156.91
1558;4;1;0;0;0;1049;Barra Velha;Santa Catarina;SC;Funcionário Público;05. 41 a 45 anos;72;209;2;4;5;Jaguar XF;Jaguar;sedan;472400;{209, 2.0, 4, 5, 3};89;Joaquim Cavalcanti;LitoralCar;Brusque ;Santa Catarina;SC;Sul;3;36;01_EXCELENTE;13;Agosto;2021;1;236200;236200;7086;243286
1559;4;1;0;0;0;1143;Blumenau;Santa Catarina;SC;Empresário;05. 41 a 45 anos;4;230;2;5;5;Audi Q3;Audi;SUV;239990;{230, 2.0, 5, 5, 2};91;Diego da Cruz;LitoralCar;Brusque ;Santa Catarina;SC;Sul;3;36;01_EXCELENTE;3;Outubro;2020;1;47998;191992;1439.94;49437.94
1560;4;1;0;0;0;1301;Joinville;Santa Catarina;SC;Profissional Liberal;02. 26 a 30 anos;6;242;1.8;4;5;Audi A3 sedan;Audi;sedan;229990;{242, 1.8, 4, 5, 3};86;Ian Cardoso;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;5;60;01_EXCELENTE;3;Outubro;2020;1;206991;22999;6209.73;213200.73
1561;4;1;0;0;0;1508;Dourados;Mato Grosso do Sul;MS;Funcionário Público;09. 61 a 65 anos;47;199;1.8;4;5;Civic;Honda;sedan;112700;{199, 1.8, 4, 5, 3};105;João Lucas Almeida;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;14;24;04_PESSIMO;3;Outubro;2020;1;67620;45080;6762;74382
1562;4;1;0;0;0;1396;Blumenau;Santa Catarina;SC;Militar;04. 36 a 40 anos;46;250;3;4;5;Benz S Class;Mercedes-Benz;sedan;1330900;{250, 3.0, 4, 5, 3};89;Joaquim Cavalcanti;LitoralCar;Brusque ;Santa Catarina;SC;Sul;9;48;02_BOM;2;Setembro;2020;1;1064720;266180;53236;1117956
1563;4;1;0;0;0;1281;Joinville;Santa Catarina;SC;Aposentado;10. Acima de 65 anos;60;200;1.4;5;5;Polo GTI;Volkswagen;hatch;120040;{200, 1.4, 5, 5, 4};86;Ian Cardoso;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;14;24;04_PESSIMO;13;Agosto;2021;1;60020;60020;6002;66022
1564;4;1;0;0;0;1316;Brusque ;Santa Catarina;SC;Profissional Liberal;02. 26 a 30 anos;11;242;2;5;4;Audi A5 cupê;Audi;cupê;329990;{242, 2.0, 5, 4, 6};92;Anthony Farias;LitoralCar;Brusque ;Santa Catarina;SC;Sul;7;24;02_BOM;2;Setembro;2020;1;131996;197994;6599.8;138595.8
1565;4;1;0;0;0;1127;Brusque ;Santa Catarina;SC;Militar;06. 46 a 50 anos;35;226;1.8;4;5;Benz C Class;Mercedes-Benz;sedan;237900;{226, 1.8, 4, 5, 3};87;Bianca Castro;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;2;24;01_EXCELENTE;9;Abril;2021;1;166530;71370;4995.9;171525.9
1566;4;1;0;0;0;1637;Campo Grande;Mato Grosso do Sul;MS;Empresário;08. 56 a 60 anos;60;200;1.4;5;5;Polo GTI;Volkswagen;hatch;120040;{200, 1.4, 5, 5, 4};106;Lívia Nogueira;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;2;24;01_EXCELENTE;5;Dezembro;2020;1;120040;0;3601.2;123641.2
1567;4;1;0;0;0;1591;Campo Grande;Mato Grosso do Sul;MS;Funcionário Público;02. 26 a 30 anos;98;230;2;4;5;Volvo S60;Volvo;sedan;381950;{230, 2.0, 4, 5, 3};107;Marcos Vinicius Moraes;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;3;36;01_EXCELENTE;7;Fevereiro;2021;1;305560;76390;9166.8;314726.8
1568;4;1;0;0;0;1128;Barra Velha;Santa Catarina;SC;Assalariado;01. 18 a 24 anos;21;250;4.4;4;5;BMW M5;BMW;sedan;1006950;{250, 4.4, 4, 5, 3};87;Bianca Castro;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;9;48;02_BOM;8;Março;2021;1;503475;503475;25173.75;528648.75
1569;4;1;0;0;0;1335;Blumenau;Santa Catarina;SC;Assalariado;06. 46 a 50 anos;72;209;2;4;5;Jaguar XF;Jaguar;sedan;472400;{209, 2.0, 4, 5, 3};91;Diego da Cruz;LitoralCar;Brusque ;Santa Catarina;SC;Sul;6;12;02_BOM;3;Outubro;2020;1;236200;236200;11810;248010
1570;4;1;0;0;0;1243;Brusque ;Santa Catarina;SC;Assalariado;03. 31 a 35 anos;27;236;2;4;5;BMW 4 Series;BMW;sedan;460950;{236, 2.0, 4, 5, 3};90;Maria Fernanda das Neves;LitoralCar;Brusque ;Santa Catarina;SC;Sul;4;48;01_EXCELENTE;1;Agosto;2020;1;184380;276570;5531.4;189911.4
1571;4;1;0;0;0;1342;Brusque ;Santa Catarina;SC;Militar;04. 36 a 40 anos;77;191;1.6;2;4;MINI CABRIO;Mini;conversível;169990;{191, 1.6, 2, 4, 12};90;Maria Fernanda das Neves;LitoralCar;Brusque ;Santa Catarina;SC;Sul;14;24;04_PESSIMO;7;Fevereiro;2021;1;135992;33998;13599.2;149591.2
1572;4;1;0;0;0;1447;Dourados;Mato Grosso do Sul;MS;Empresário;02. 26 a 30 anos;104;200;1.4;4;5;Cruze sedan;Chevrolet;sedan;116870;{200, 1.4, 4, 5, 3};110;Alice Souza;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;14;24;04_PESSIMO;11;Junho;2021;1;35061;81809;3506.1;38567.1
1573;4;1;0;0;0;1251;Blumenau;Santa Catarina;SC;Autonômo;08. 56 a 60 anos;8;250;4;5;4;Audi RS7;Audi;cupê;1046000;{250, 4.0, 5, 4, 6};87;Bianca Castro;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;6;12;02_BOM;7;Fevereiro;2021;1;209200;836800;10460;219660
1574;4;1;0;0;0;1640;Campo Grande;Mato Grosso do Sul;MS;Autonômo;03. 31 a 35 anos;43;202;1.6;5;5;Benz A Class;Mercedes-Benz;hatch;319900;{202, 1.6, 5, 5, 4};105;João Lucas Almeida;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;11;24;03_RUIM;10;Maio;2021;1;127960;191940;8957.2;136917.2
1575;4;1;0;0;0;1081;Joinville;Santa Catarina;SC;Empresário;04. 36 a 40 anos;83;195;3;5;5;Discovery;Land Rover;SUV;586450;{195, 3.0, 5, 5, 2};86;Ian Cardoso;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;15;36;04_PESSIMO;7;Fevereiro;2021;1;175935;410515;17593.5;193528.5
1576;4;1;0;0;0;1604;Campo Grande;Mato Grosso do Sul;MS;Profissional Liberal;02. 26 a 30 anos;22;250;4.4;5;5;BMW X5 M;BMW;SUV;597950;{250, 4.4, 5, 5, 2};112;Matheus da Rocha;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;3;36;01_EXCELENTE;1;Agosto;2020;1;298975;298975;8969.25;307944.25
1577;4;1;0;0;0;1579;Campo Grande;Mato Grosso do Sul;MS;Assalariado;04. 36 a 40 anos;23;250;4.4;5;4;BMW X6 M;BMW;SUV;986950;{250, 4.4, 5, 4, 2};105;João Lucas Almeida;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;5;60;01_EXCELENTE;5;Dezembro;2020;1;690865;296085;20725.95;711590.95
1578;4;1;0;0;0;1455;Dourados;Mato Grosso do Sul;MS;Militar;05. 41 a 45 anos;91;255;2.5;4;5;Impreza sedan;Subaru;sedan;192900;{255, 2.5, 4, 5, 3};105;João Lucas Almeida;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;4;48;01_EXCELENTE;3;Outubro;2020;1;38580;154320;1157.4;39737.4
1579;4;1;0;0;0;1537;Dourados;Mato Grosso do Sul;MS;Profissional Liberal;05. 41 a 45 anos;5;234;3;5;5;Audi Q5;Audi;SUV;352990;{234, 3.0, 5, 5, 2};105;João Lucas Almeida;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;5;60;01_EXCELENTE;1;Agosto;2020;1;352990;0;10589.7;363579.7
1580;4;1;0;0;0;1035;Blumenau;Santa Catarina;SC;Funcionário Público;04. 36 a 40 anos;70;260;3;2;2;Jaguar F-TYPE;Jaguar;esportivo;404166;{260, 3.0, 2, 2, 10};91;Diego da Cruz;LitoralCar;Brusque ;Santa Catarina;SC;Sul;3;36;01_EXCELENTE;12;Julho;2021;1;242499.6;161666.4;7274.988;249774.588
1581;4;1;0;0;0;1556;Dourados;Mato Grosso do Sul;MS;Autonômo;09. 61 a 65 anos;73;179;1.6;3;4;MINI CLUBMAN;Mini;hatch;269990;{179, 1.6, 3, 4, 4};111;Lorenzo Dias;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;5;60;01_EXCELENTE;5;Dezembro;2020;1;80997;188993;2429.91;83426.91
1582;4;1;0;0;0;1204;Joinville;Santa Catarina;SC;Militar;02. 26 a 30 anos;95;180;1.8;5;5;Prius;Toyota;hatch;188090;{180, 1.8, 5, 5, 4};91;Diego da Cruz;LitoralCar;Brusque ;Santa Catarina;SC;Sul;3;36;01_EXCELENTE;11;Junho;2021;1;75236;112854;2257.08;77493.08
1583;4;1;0;0;0;1460;Dourados;Mato Grosso do Sul;MS;Militar;03. 31 a 35 anos;17;225;2;4;5;BMW 5 Series Sedan;BMW;sedan;425950;{225, 2.0, 4, 5, 3};109;Enrico Silveira;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;6;12;02_BOM;5;Dezembro;2020;1;170380;255570;8519;178899
1584;4;1;0;0;0;1504;Dourados;Mato Grosso do Sul;MS;Empresário;02. 26 a 30 anos;94;185;2;5;5;Toyota RAV4;Toyota;SUV;282490;{185, 2.0, 5, 5, 2};109;Enrico Silveira;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;7;24;02_BOM;1;Agosto;2020;1;141245;141245;7062.25;148307.25
1585;4;1;0;0;0;1215;Brusque ;Santa Catarina;SC;Aposentado;10. Acima de 65 anos;3;228;2;4;5;Audi A6;Audi;sedan;424990;{228, 2.0, 4, 5, 3};87;Bianca Castro;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;5;60;01_EXCELENTE;4;Novembro;2020;1;84998;339992;2549.94;87547.94
1586;4;1;0;0;0;1467;Campo Grande;Mato Grosso do Sul;MS;Empresário;02. 26 a 30 anos;81;315;3.8;2;4;Nissan GT-R;Nissan;esportivo;900000;{315, 3.8, 2, 4, 10};106;Lívia Nogueira;Rudinei Veículos;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;1;12;01_EXCELENTE;11;Junho;2021;1;270000;630000;8100;278100
1587;4;1;0;0;0;1136;Brusque ;Santa Catarina;SC;Empresário;03. 31 a 35 anos;92;184;2;5;5;C4 Aircross;Citroen;SUV;61590;{184, 2.0, 5, 5, 2};90;Maria Fernanda das Neves;LitoralCar;Brusque ;Santa Catarina;SC;Sul;1;12;01_EXCELENTE;1;Agosto;2020;1;30795;30795;923.85;31718.85
1588;4;1;0;0;0;1459;Dourados;Mato Grosso do Sul;MS;Empresário;04. 36 a 40 anos;48;182;2;5;5;Honda CR-V;Honda;SUV;274700;{182, 2.0, 5, 5, 2};110;Alice Souza;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;3;36;01_EXCELENTE;9;Abril;2021;1;82410;192290;2472.3;84882.3
1589;4;1;0;0;0;1321;Barra Velha;Santa Catarina;SC;Empresário;04. 36 a 40 anos;44;240;2;4;5;Benz CLA Class;Mercedes-Benz;sedan;327900;{240, 2.0, 4, 5, 3};92;Anthony Farias;LitoralCar;Brusque ;Santa Catarina;SC;Sul;4;48;01_EXCELENTE;12;Julho;2021;1;262320;65580;7869.6;270189.6
1590;4;1;0;0;0;1286;Barra Velha;Santa Catarina;SC;Militar;05. 41 a 45 anos;57;182;1.4;5;5;Polo hatch;Volkswagen;hatch;67670;{182, 1.4, 5, 5, 4};86;Ian Cardoso;Santa Catarina Multimarcas;Barra Velha;Santa Catarina;SC;Sul;4;48;01_EXCELENTE;7;Fevereiro;2021;1;60903;6767;1827.09;62730.09
1591;4;1;0;0;0;1379;Blumenau;Santa Catarina;SC;Autonômo;02. 26 a 30 anos;34;232;2;2;2;BMW Z4;BMW;conversível;420950;{232, 2.0, 2, 2, 9};92;Anthony Farias;LitoralCar;Brusque ;Santa Catarina;SC;Sul;9;48;02_BOM;12;Julho;2021;1;336760;84190;16838;353598
1592;4;1;0;0;0;1433;Campo Grande;Mato Grosso do Sul;MS;Assalariado;02. 26 a 30 anos;26;229;2;5;5;BMW 3 Series cupê;BMW;cupê;253950;{229, 2.0, 5, 5, 6};109;Enrico Silveira;Ipiranga Automóveis;Dourados;Mato Grosso do Sul;MS;Centro-Oeste;2;24;01_EXCELENTE;4;Novembro;2020;1;203160;50790;6094.8;209254.8
1593;4;1;0;0;0;1019;Colombo;Paraná;PR;Funcionário Público;06. 46 a 50 anos;95;180;1.8;5;5;Prius;Toyota;hatch;188090;{180, 1.8, 5, 5, 4};66;Vitória Novaes;CCV;Curitiba;Paraná;PR;Sul;6;12;02_BOM;5;Dezembro;2020;1;56427;131663;2821.35;59248.35
